# Per-commit cumulative stored MB series behind the jul19 charts.
# zstd-19 baselines are corpus-only (identical corpora, carried from the jul18 measurement);
# oxen series are jul19-stack measurements (see autoresearch_results_jul19.md for run logs).
[rl-scale]
iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80
zstd19_per_snapshot	5.7	11.5	17.5	23.7	30.1	36.7	43.5	50.4	57.5	64.9	72.4	80.2	88.1	96.2	104.5	113	121.8	130.6	139.7	149	158.5	168.2	178.1	188.2	198.4	208.9	219.6	230.3	241.3	252.1	263.2	274.3	285.7	297.2	308.9	320.8	332.9	345.2	357.6	370.3	383	396	409.2	422.7	436	449.4	463.1	477.1	491.2	505.6	520.1	534.9	549.9	565	580.4	595.9	611.6	627.4	643.5	659.2	675.1	691.2	707.5	724	740.6	757.4	774.5	791.7	809	826.5	844.3	862.2	880.3	898.7	916.7	934.8	953.2	971.7	990.5	1009.3
oxen_structural_default_jul19	8.58118	8.4968	8.68624	8.9792	9.42091	9.6959	9.93977	10.2218	10.5649	11.0651	11.5531	11.9828	12.3679	12.8828	13.3511	13.7694	14.2638	14.6658	15.1554	15.7351	16.2801	16.7266	17.2433	17.7951	18.7115	19.17	19.4348	19.7864	20.1526	20.5232	20.932	21.2824	21.6784	22.1189	22.5811	23.0525	23.5137	23.9863	24.4333	24.8846	25.2931	25.7634	26.2834	26.8256	27.3984	27.8919	28.4733	29.0236	29.5663	30.1321	30.6789	31.2736	31.8164	32.32	32.8366	33.305	33.8731	34.3101	35.5464	35.967	36.443	36.9345	37.4183	37.8196	38.2936	38.8533	39.3422	39.7528	40.2252	40.6911	41.1378	41.6719	42.2336	42.7919	43.351	43.8606	44.3959	44.851	45.4075	45.8913
oxen_generic_mark_jul19	6.8466	6.93651	7.08872	7.33176	7.63151	7.8421	8.04037	8.25059	8.49856	8.80095	9.0712	9.31892	9.51707	9.80781	10.0535	10.2859	10.5547	10.758	10.9973	11.2797	11.5524	11.7655	12.0238	12.2945	12.5501	12.8321	13.0048	13.2196	13.435	14.3853	14.6059	14.8119	15.0182	15.2629	15.5052	15.7541	15.9762	16.2304	16.4548	16.6864	16.8804	17.1331	17.4164	17.6922	19.3964	19.6345	19.9189	20.1706	20.4476	20.7561	21.0002	21.2749	21.5292	21.7502	22.226	22.4213	22.6992	22.8903	23.1683	25.3974	25.6296	25.8686	26.1339	26.3191	26.7093	26.9885	27.2097	27.3929	27.6287	27.8772	28.1063	28.3659	28.6392	28.9227	31.6157	31.8427	32.095	32.2752	32.5332	32.7518
[60day]
day	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60
zstd19_per_snapshot	1.2	2.8	4.4	6.1	8	9.9	12	14.2	16.6	19	21.6	24.2	26.9	29.6	32.5	35.5	38.5	41.7	44.9	48.2	51.5	55	58.6	62.2	65.9	69.7	73.6	77.6	81.6	85.8	90	94.3	98.7	103.3	107.9	112.6	117.4	122.3	127.3	132.3	137.5	142.7	148.1	153.5	159.1	164.7	170.4	176.3	182.2	188.3	194.4	200.7	207	213.5	220	226.6	233.3	240.1	247	254
oxen_structural_default_jul19	2.69553	3.22259	3.54414	3.90828	4.26909	4.65296	5.34985	5.73158	6.13819	6.55335	6.82232	7.08211	7.37757	7.68847	7.99872	8.34117	8.66058	9.31817	9.58053	9.83721	10.1011	10.4134	10.7246	11.0438	11.3382	11.6735	11.9764	12.283	12.6126	13.3859	13.6759	13.9749	14.2855	14.6277	14.9634	15.3097	15.6977	16.0506	16.397	16.7549	17.1506	17.5084	17.9379	18.3472	18.734	19.1805	19.6242	20.0746	20.5451	21.0007	22.0367	22.3996	22.74	23.0768	23.4492	23.8216	24.2085	24.617	25.0312	25.4296
oxen_generic_mark_jul19	1.63845	2.26653	3.21166	3.59924	4.408	5.20944	6.12538	7.069	8.08803	9.4021	9.99753	10.6203	11.2199	11.9796	12.5501	13.2927	13.9819	14.7923	15.6277	17.3999	18.0425	18.8392	19.6376	20.4566	21.0957	21.9877	22.7446	23.6316	24.3306	28.8933	30.461	31.9944	33.2404	34.3886	35.3682	36.5627	37.9963	39.1254	40.1969	41.323	42.5813	43.4222	44.514	45.5773	46.6354	47.864	49.0731	50.1287	51.3236	52.3848	53.5667	54.7676	55.9999	57.1532	58.1941	59.4889	60.8146	62.1015	63.344	64.5079
[parquet-cdc-pair]
commit	1	2	3	4	5	6
cdc_off_jul19	2.72724	3.10321	3.33613	3.41525	3.57698	3.81847
cdc_on_jul19	2.72952	3.10566	3.29889	3.34374	3.47704	3.70845
